"";"no_razao";"raiz";"Total_por_raiz"
"11399";"ORTHO VR PRODUTOS ODONTOLOGICOS LTDA - EPP";26563334;0
"11400";"ORTONEURO COMERCIO E IMPORTACAO DE MATERIAL HOSPITALAR LTDA";4509730;0
"11401";"OUROLUX COMERCIAL LTDA";5393234;0
"11402";"PADARIA REMMAR LTDA";31586738;0
"11403";"PARDAL COMERCIO IMPORTACAO E EXPORTACAO LTDA ME";25199653;0
"11404";"PASFE VEICULOS LTDA";23807169;0
"11405";"PATRUS TRANSPORTES URGENTES LTDA";17463456;0
"11406";"PAULINERIS TRANSPORTES E ENCOMENDAS LTDA";42846634;0
"11407";"PAVIBLOCO PREMOLDADOS EM CONCRETO EIRELI";2653799;0
"11408";"PAX TRANSPORTES LTDA";12381062;0
"11409";"PAZ COSMETICA EIRELI";19295125;0
"11410";"PEDREIRA BANGU LTDA";31451131;0
"11411";"PEDREIRA NOVA CIDADE DE PATY LTDA";35753029;0
"11412";"PER PRIMA COMERCIO E REPRESENTACOES LTDA";40179558;0
"11413";"PERFIL MULTIMARCAS COMERCIO DE VEICULOS LTDA EPP";18828321;0
"11414";"PFS LIMA COMERCIO E DISTRIBUICAO DE GENEROS ALIMENTICIOS LTDA ME";4965286;0
"11415";"PHT TRANSPORTES LTDA ME";7103642;0
"11416";"PLUS KAR COMERCIO DE VEICULOS LTDA-ME";17045427;0
"11417";"POLIOR INDUSTRIA E COMERCIO DE PRODUTOS ORTOPEDICOS LTDA";30159164;0
"11418";"POMAR JARDIM ICARAI COMERCIO LTDA - ME";5972392;0
"11419";"POMIBRAS ALIMENTOS LTDA";31580343;0
"11420";"POSTO DE GASOLINA AMIGAO ITABORAI LTDA";31145477;0
"11421";"PROJETARE COMERCIO DE FORROS E DIVISORIAS LTDA";9118121;0
"11422";"PROJETO BAR CARIOCA LTDA";13821362;0
"11423";"PROSIGN INDUSTRIA E COMERCIO LTDA";5085879;0
"11424";"QUIMINVEST INDUSTRIA E COMERCIO LTDA";28372613;0
"11425";"R F DISTRIBUIDORA DE ALIMENTOS LTDA";18459054;0
"11426";"R V IMOLA TRANSPORTES E LOGISTICA LTDA";5366444;0
"11427";"RACHEL RIO JOIAS LTDA";31540214;0
"11428";"RACOES XIMANGO INDUSTRIA E COMERCIO LTDA";5917055;0
"11429";"RAPIDO ALEM PARAIBA LTDA";66199068;0
"11430";"RCA MERCADO DO CAMPINHO LTDA";11415869;0
"11431";"REAL CARE COMERCIO REPRESENTACAO DE MAT. MED. HOSPITALAR LTDA";7817453;0
"11432";"RENATO DE ARAUJO PEREIRA";40405094;0
"11433";"REPSOL SINOPEC BRASIL S A";2270689;0
"11434";"RESTAURANTE DELICIA PURA LTDA";21512508;0
"11435";"RESTAURANTE ORIENTAL RIO LTDA-EPP";8330207;0
"11436";"REZENDE AGRICOLA LTDA";30584635;0
"11437";"RHINUS MEDICAL COMERCIO DE MATERIAL HOSPITALAR LTDA EPP";10983985;0
"11438";"RIGNET SERVICOS DE TELECOMUNICACOES BRASIL LTDA";13231598;0
"11439";"RODO ANJO RIO TRANSPORTES E LOGISTICA LTDA EPP";10842982;0
"11440";"RODOREI TRANSPORTES LTDA";68577659;0
"11441";"ROSAMARES TRANSPORTES LTDA";33072687;0
"11442";"ROSENBRA ENGENHARIA BRASIL LTDA";5617589;0
"11443";"ROSSI E BUENO - COMERCIO DE RESIDUOS INDUSTRIAIS E TRANSPORTES L";10797792;0
"11444";"RUHRPUMPEN DO BRASIL IND E COM DE BOMBAS HIDRAULICAS LTDA";11341399;0
"11445";"SABOR E ARTE DE CAXIAS LANCHONETE LTDA";10309491;0
"11446";"SACOR SIDEROTECNICA S A";29348695;0
"11447";"SALSICHARIA SANTA FE DE ITABORAI LTDA EPP";86801941;0
"11448";"SASS SOCIEDADE LOCADORA DE IMOVEIS AG 332 LTDA";30014773;0
"11449";"SCHLUMBERGER SERVICOS DE PETROLEO LTDA";32319931;0
"11450";"SCORIAL RIO HOTEL LTDA";35877398;0
"11451";"SCOTTER VEICULOS LTDA";73913915;0
"11452";"SEAL COMERCIO DE PRODUTOS DE HORTIFRUTI LTDA";12639273;0
"11453";"SEMAPHYL COMERCIO E TRANSPORTES EIRELI ME";12837721;0
"11454";"SERVATIS S/A";6697008;0
"11455";"SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC";33469172;0
"11456";"SHELL BRASIL PETROLEO LTDA";10456016;0
"11457";"SHEMESH JOIAS LTDA";2757421;0
"11458";"SIGNUS DO BRASIL, COMERCIO, IMP E EXP DE MAT HOSPITALARES LTDA";3543875;0
"11459";"SINTEX MEDICAL IMPLANT BIOMEDICA COMERCIAL LTDA";9588130;0
"11460";"SITIO SOLIDAO PRODUTOS AGROPECUARIOS LTDA";31383995;0
"11461";"STOC COMERCIO DE FERRO E MATERIAIS DE CONSTRUCOES LTDA";17027057;0
"11462";"STOP BARRA AUTOMOVEIS LTDA";5695110;0
"11463";"SURGIMED COMERCIO DE PRODUTOS HOSPITALARES LTDA";18275767;0
"11464";"SURGITEX COMERCIO DE PRODUTOS MEDICO-CIRURGICOS EIRELI";1264208;0
"11465";"T N B TRANSPORTES LTDA";1434954;0
"11466";"TECNEURO PRODUTOS CIENTIFICOS E HOSPITALARES LTDA";8822624;0
"11467";"TEGMA GESTAO LOGISTICA S/A";2351144;0
"11468";"TEILUY LTDA ME";1571445;0
"11469";"TELECINE PROGRAMACAO DE FILMES LTDA";252848;0
"11470";"TEPEL PNEUS E ACESSORIOS LTDA";29588241;0
"11471";"TI SPARKLE BRASIL TELECOMUNICACOES LTDA";4475718;0
"11472";"TIO E SOBRINHO TRANSPORTES E LOGISTICA LTDA-ME";10362700;0
"11473";"TORA TRANSPORTES INDUSTRIAIS LTDA";20468310;0
"11474";"TOSTES DE BARROS PATRIMONIAL LTDA";22056332;0
"11475";"TOYAMA AUTOMOVEIS LTDA";21460858;0
"11476";"TRAMONTINA STORE COMERCIO VAREJISTA LTDA";7635498;0
"11477";"TRAMP OIL BRASIL LTDA";2824322;0
"11478";"TRANSERTHAL TRANSPORTES E LOGISTICA LTDA";17678986;0
"11479";"TRANSMODAL TRANSPORTE E LOGISTICA LTDA";11928150;0
"11480";"TRANSNORDESTE TRANSPORTADORA NORDESTE LTDA";2230540;0
"11481";"TRANSPORTADORA ASSOCIADA DE GAS S A - TAG";6248349;0
"11482";"TRANSPORTADORA CONTINENTAL LTDA";28141158;0
"11483";"TRANSPORTADORA JULE LTDA";55184691;0
"11484";"TRANSPORTADORA PORTO FERREIRA LTDA";43399567;0
"11485";"TRANSPORTE ESCOLAR E TURISMO TIO ZE LTDA";28702777;0
"11486";"TRANSPORTE LALUPE RJ LTDA";20787642;0
"11487";"TRANSPORTES BEBBER LTDA";91302331;0
"11488";"TRANSPORTES E CONSTRUCOES LTDA";20177671;0
"11489";"TRANSPORTES FINK LTDA";649887;0
"11490";"TRANSVIEIRA TRANSPORTADORA LTDA";20217718;0
"11491";"TRELAR - SUL MADEIREIRA EIRELI EPP";8316975;0
"11492";"TREVO SOLEDADE LTDA";2741678;0
"11493";"TURFIK COMERCIO DE FRUTAS LTDA";8928670;0
"11494";"TURISPALL TRANSPORTES E TURISMO LTDA ME";93288124;0
"11495";"UBIRAJARA TRANSPORTES LTDA - ME";14529570;0
"11496";"ULTRANSPORTES TRANSPORTADORA LTDA";3930702;0
"11497";"UNIAO DOS ESCOTEIROS DO BRASIL";33788431;0
"11498";"UNIMARKA DISTRIBUIDORA S/A";5997742;0
"11499";"USIFAST LOGISTICA INDUSTRIAL SA";86613403;0
"11500";"VALE DO ACO COMERCIO DE FERRO E ACO EIRELI ME";20128426;0
"11501";"VALENCA EMBALAGENS GRAFICA E EDITORA LTDA";11960484;0
"11502";"VALLE SUL CONSTRUTORA E MINERADORA LTDA";31643851;0
"11503";"VBR LOGISTICA LTDA";1176077;0
"11504";"VEDAPACK EMBALAGENS INDUSTRIAIS LTDA";2033695;0
"11505";"VENTANA SERRA DO BRASIL AGENCIAMENTO DE CARGAS LTDA";4915315;0
"11506";"VESUVIUS REFRATARIOS LTDA";30511844;0
"11507";"VETREZE EMPREENDIMENTOS E PARTICIPACOES SA";42528927;0
"11508";"VIA LACTEOS TRANSPORTES LTDA";7031916;0
"11509";"VIACAO NOSSA SENHORA APARECIDA LTDA";28565935;0
"11510";"VICEL COMERCIO INDUSTRIA E SERVICOS LTDA";508460;0
"11511";"VIDA MELHOR EDITORA LTDA";8190813;0
"11512";"VIDE BULA, IMPORT E EXPORT DE PROD HOSP E MEDIC LTDA";941019;0
"11513";"VIEIRA E RODRIGUES FRUTAS E LEGUMES LTDA";68596642;0
"11514";"VILA CALABRIA ALIMENTOS LTDA EPP";11035653;0
"11515";"VIP TRANSPORTES LTDA";62939244;0
"11516";"VISAO NF LOGISTICA E PARTICIPACOES LTDA";8818770;0
"11517";"WALDESA MOTOMERCANTIL LTDA";5049535;0
"11518";"WC FAENSE - TRANSPORTADORA";24832363;0
"11519";"WG MINAS COMERCIO DE MOTOS LTDA";5909520;0
"11520";"YUJIN RAILWAY EQUIPMENT LTDA";21063712;0
"11521";"ZINCOLIGAS INDUSTRIA E COMERCIO LTDA";999513;0
"11522";"ZIP CAR RIO VEICULOS LTDA";9483725;0
"11523";"ZYXEL COMMUNICATIONS DO BRASIL LTDA";21163155;0
"11524";"AMSTERDAM SAUER JOALHEIROS LTDA";33398975;-0,01
"11525";"MC VIA PARQUE COMERCIO DE RELOGIOS LTDA";12136108;-0,01
"11526";"MINERARE MINERACAO E COMERCIO LTDA";40333270;-0,01
"11527";"PANASONIC DO BRASIL LIMITADA";4403408;-0,01
"11528";"OPEN LABS PESQUISA E DESENVOLVIMENTO LTDA";21448962;-0,0100000000000477
"11529";"DOCE RIO FRETAMENTO E TURISMO LTDA";28816270;-0,02
"11530";"MC DEL CASTILHO COMERCIO DE RELOGIOS LTDA";13638766;-0,04
"11531";"JOALHERIA MEIRY WEST SHOPPING LTDA";7088667;-0,05
"11532";"SAGRES LANCHERIA LTDA";31663388;-0,199999999999999
"11533";"RP1 RESTAURANTE LTDA";24840166;-0,24
"11534";"BRASIL ESPRESSO COMERCIO ATACADISTA LTDA";1703285;-0,51
"11535";"ACELETRICA COMERCIO E REPRESENTACOES LTDA";1126142;-0,61
"11536";"MORENO JOALHEIROS EIRELI";28365591;-0,920000000000073
"11537";"JBS S/A";2916265;-2
"11538";"SUPERMERCADO JARDIM CENTRAL LTDA";24792593;-2,4
"11539";"MF2L BAR E RESTAURANTE LTDA";24598049;-2,53
"11540";"TREVISO RIO VEICULOS LTDA";27493287;-5,88000000000002
"11541";"TERRAS ALTAS LOGISTICA E COMERCIAL ALIMENTICIA LTDA";10869827;-7,45999999999998
"11542";"MERCADINHO LEICAR LTDA";1006952;-9,18
"11543";"DESTILARIA CORISCO DE PARATY LTDA";27813989;-10,05
"11544";"VARCO INTERNATIONAL DO BRASIL EQUIPAMENTOS E SERVICOS LTDA";55658090;-10,08
"11545";"PEDALBIKE NITEROIENSE LTDA";5078210;-10,86
"11546";"BANDEIRANTES COMERCIO DE RACOES LTDA";19676776;-10,89
"11547";"DEVOC COMERCIO DE ALIMENTOS LTDA";12334748;-11,34
"11548";"CLIPS MOTEL LTDA - EPP";28817419;-11,55
"11549";"LUBRIFICANTES J SAMPAIO LTDA";40263220;-12,68
"11550";"AMARILDO R DE LEMOS MATERIAIS DE CONSTRUCAO";12546725;-12,7
"11551";"CSLT DIESEL COMERCIO DE VEICULOS EIRELI";2813606;-13,63
"11552";"COMERCIO E INDUSTRIA PAQUEQUER LTDA";28952091;-13,92
"11553";"EDITORA VOZES LTDA";31127301;-13,94
"11554";"PROCTER & GAMBLE DO BRASIL S A";59476770;-13,95
"11555";"B C PEREIRA PROUDTOS NATURAIS ME";16538067;-14,25
"11556";"MR COOK GOURMET RESTAURANTE LTDA ME";19903755;-14,42
"11557";"PTLS SERVICOS DE TECNOLOGIA E ASSESSORIA TECNICA LTDA";9162855;-14,65
"11558";"VERONICA PAIVA COMERCIO DE MODAS E ACESSORIOS LTDA-ME";9495195;-15,78
"11559";"FARMACIA PREFERIDA DE NOVA IGUACU LTDA ME";10648474;-15,99
"11560";"STAFF DA BARAO VEICULOS LTDA";35777697;-17,1
"11561";"RG LOG LOGISTICA E TRANSPORTE LTDA";10213051;-17,91
"11562";"DROGARIA SATAMINI LTDA";28031094;-18,07
"11563";"DROGARIA CENTRAL DE AUSTIN LTDA ME";18266931;-18,13
"11564";"EMPRESA DE ONIBUS E TURISMO PEDRO ANTONIO LTDA";32403537;-19,2
"11565";"JETT COMERCIO DE GAS E REPRESENTACOES LTDA EPP";5688639;-19,23
"11566";"MIRUCLED INDUSTRIA COMERCIO E SERVICO LTDA";5701817;-19,37
"11567";"M MARCONI & CIA LTDA ME";31591357;-20,03
"11568";"KT DISTRIBUIDORA COMERCIAL LTDA EPP";4558795;-20,41
"11569";"POSTO DE GASOLINA TOCANTINS LTDA";29755295;-20,88
"11570";"RENACAR DA ABOLICAO AUTOMOVEIS LTDA";907384;-21
"11571";"LPZ ARTEFATOS DE MADEIRA E SERVICOS LTDA";582135;-21,83
"11572";"PAPUCAIA AGUA MINERAL LTDA - ME";8703810;-24
"11573";"UNIVERSO ELEVADORES LTDA";5066948;-25,6
"11574";"DROGARIA GUARUJA LTDA EPP";411889;-27,18
"11575";"RELOJOARIA O DESPERTAR DE JACAREPAGUA EIRELI - ME";4628986;-27,35
"11576";"OLIVEIRA CAR COMERCIO DE VICULOS EIRELI ME";13692293;-27,47
"11577";"CN-ROCHA INFORMATICA LTDA ME";12892965;-27,85
"11578";"DISTRIBUIDORA CATARINENSE DE FERRO E ACO LTDA";28728145;-28,33
"11579";"ENAVAL ENGENHARIA NAVAL E OFFSHORE LTDA";2445332;-28,81
"11580";"J D MINI MERCADO DO CAMORIM LTDA EPP";73237570;-29,29
"11581";"CARVALHO E DIAS COMERCIO DE VEICULOS LTDA ME";5294623;-29,79
"11582";"ALLIED TECNOLOGIA S A";20247322;-30
"11583";"PRODUTOS ALIMENTICIOS VERONA LTDA EPP";33250119;-30
"11584";"DEEP SEA SUPPLY NAVEGACAO MARITIMA S A";11132193;-30,18
"11585";"VITORIA COLORIDA MATERIAL FOTOGRAFICO LTDA";2794273;-33,1599999999999
"11586";"POSTO DE GASOLINA TIMBOZAO III LTDA";32179707;-33,27
"11587";"ARQUIPELAGO DOURADO RESTAURANTE LIMITADA";22571885;-34,92
"11588";"MARCELO CUNHA DE OLIVEIRA - MATERIAIS DE CONSTRUCAO";7975389;-36,22
"11589";"EVERSOFT INDUSTRIA E COMERCIO DE PLASTICOS LTDA";8782043;-36,77
"11590";"POSTO DE COMBUSTIVEL CONFORTACO LTDA";7481349;-36,8
"11591";"FABRICA DE CHOCOLATES PATRONE S A";33005745;-37,43
"11592";"TECNO POINT PRODUTOS MEDICO HOSPITALARES LTDA";2923139;-37,87
"11593";"GP MOTOS CARIOCA LTDA";7050401;-38,2600000000002
"11594";"VIENETTA DE IGUACU LANCHONETE E CONFEITARIA LTDA -ME";4488449;-38,53
"11595";"PH 2009 RECICLAGEM LTDA";6236452;-40
"11596";"PACIFICO LOG LOGISTICA E TRANSPORTES EIRELI";2964147;-40,01
"11597";"ATACADAO DAS MOTOPECAS CABO FRIO LTDA ME";13271924;-40,41
"11598";"CLIMA E DETALHES COMERCIO LTDA";4140826;-42,23
"11599";"POLKA TOKO COMERCIO DE VEICULOS LTDA";20010244;-42,4
"11600";"NOVA 396 MERCEARIA LTDA";68671171;-42,49
"11601";"NOI INDUSTRIA E COMERCIO DE CERVEJA LTDA EPP";11098294;-43,13
"11602";"FUTURA DIST DE MEDICAMENTOS E PROD DE SAUDE LTDA";17700763;-43,8
"11603";"OK GENEROS ALIMENTICIOS LTDA";11447841;-44,42
"11604";"LIVA COSMETICOS E PERFUMARIA LTDA EPP";12087614;-44,45
"11605";"FRADE SPOT PARTICIPAÇÕES S/A";18312180;-45,93
"11606";"DOFCON NAVEGACAO LTDA";7925741;-46,08
"11607";"SENAS BAR E MERCEARIA LTDA EPP";30519516;-47,16
"11608";"PERSIANAS PLANALTO INDUSTRIA E COMERCIO LTDA EPP";34146571;-47,24
"11609";"TENDENCIA ILUMINACAO EIRELI ME";10303706;-47,26
"11610";"PORTAL DE ITABORAI MATERIAL DE CONSTRUCAO LTDA";21066768;-47,37
"11611";"TRANSITA TRANSPORTES LTDA";61737391;-48,02
"11612";"DISTRIBUIDORA DE PECAS MJ DA CALIFORNIA LTDA";6048677;-48,06
"11613";"LATICINIOS LUCE LTDA";6957380;-49,11
"11614";"SUPERMERCADO JAL EIRELI ME";21380625;-49,19
"11615";"S & A TRANSPORTES LTDA";4335814;-50,19
"11616";"MILA TRANSPORTES LTDA";31275084;-53,04
"11617";"SANTA TEREZA AGROPECUARIA LTDA";8495838;-55,34
"11618";"GEP INDUSTRIA E COMERCIO LTDA";61075594;-55,44
"11619";"MERCEARIA E DEPOSITO DE BEBIDAS GOEDER MARTHA S LTDA";40316911;-55,94
"11620";"FABRIMAR S/A INDUSTRIA E COMERCIO";33064262;-56,21
"11621";"RESTAURANTE 1250 DE CAXIAS LTDA ME";10797351;-57,61
"11622";"MG3 RESTAURANTE LTDA";11373464;-58,04
"11623";"K F CONFECCOES DE ROUPAS EIRELI";12462378;-58,33
"11624";"GRAN FORMATO BAR E PIZZARIA LTDA ME";20945814;-58,35
"11625";"PRF BRS COMERCIO DE ACESSORIOS LTDA";20310518;-59,61
"11626";"CONFEITARIA REGININHA LTDA";42145375;-60,22
"11627";"BOCA FELIZ RESTAURANTE LTDA";28205060;-60,31
"11628";"PITA BREAD INDUSTRIA DE PANIFICACAO LTDA";62078027;-60,74
"11629";"RESTAURANTE ROTATIVO POPULAR LTDA";42490938;-61
"11630";"L A M PECANHA BAZAR ME";3508517;-63,98
"11631";"MMOUALLA REP COMERCIAL E DISTR DE BEB E ALIM EM GERAL EIRELI";22555421;-65
"11632";"SUPER REDE MERCEARIA DE REALENGO LTDA";20096015;-65,08
"11633";"AUGUSTO´S RIO COPA HOTEL LTDA";10694785;-66,46
"11634";"J GUERREIRO REPRETACOES E MATERIAIS DE CONSTRUCAO LTDA-ME";97542950;-67,28
"11635";"MOSTEIRO DE SAO BENTO DO RIO DE JANEIRO";33439092;-67,84
"11636";"FARMACIA ATLANTE LTDA EPP";9645879;-68,08
"11637";"HIMATER MATERIAIS E EQUIPAMENTOSLTDA";30250781;-70,56
"11638";"A DA COSTA INDUSTRIA ELETRONICA";13913285;-70,99
"11639";"RIO SPORT CENTER ACADEMIA MULTDESPORTOS LTDA";35785138;-72,13
"11640";"LOGICTEL S A";3430070;-73,05
"11641";"EYMARIANO COMERCIO VAREJISTA EIRELI";18834290;-73,47
"11642";"G M A P SUPERMERCADOS LTDA";5546194;-73,7599999999998
"11643";"AUTO SERVICO JOTAGE COMESTIVEIS LTDA";42613489;-75,18
"11644";"MERCEARIA E QUITANDA BOM BARATO DO RIO COMPRIDO LTDA EPP";4549632;-75,39
"11645";"BMB MODE CENTER - INDUSTRIA COMERCIO E SERVICOS LTDA";4532167;-75,63
"11646";"WINCY BRASIL COMERCIO DE ARTIGOS PARA PRESENTES LTDA";6959313;-75,78
"11647";"TANTRIX COMERCIO DE ELETROELETRONICOS LTDA";12037195;-76,53
"11648";"CANTICO DO RIO DISTRIBUIDORA DE COSMETICOS LTDA";6372063;-77,01
"11649";"POSTO DE SERVICOS KIM LTDA";42379636;-77,54
"11650";"MERCADO FAMILLE LTDA";8923660;-78,45
"11651";"ARMAZEM E MERCEARIA TEM TUDO LTDA";11463967;-79,85
"11652";"SUPERMERCADO PREMIUN NOVA IGUACU LTDA";15032012;-80,54
"11653";"INDUSTRIA DE RACOES PATENSE LTDA";23357072;-81,6
"11654";"VERGE BAZAR LTDA";299916;-82,61
"11655";"COOPERATIVA AGROPECUARIA DE SAPUCAIA LTDA";30827554;-84,46
"11656";"EXPRESSO BRASILEIRO VIACAO LTDA";60765633;-88,53
"11657";"ESPECTROSOL SERVICOS TECNICOS LTDA";30483986;-88,79
"11658";"HOBECO SUDAMERICANA LTDA";3548170;-89,28
"11659";"CONCESSIONARIA AGUAS DE JUTURNAIBA SA";2013199;-89,68
"11660";"TRANSHIP TRANSPORTES MARITIMOS LTDA";31667298;-89,88
"11661";"MAIS BELA REDE DE COSMETICOS E PERFUMARIA DE PADUA LTDA-ME";17246005;-91,54
"11662";"CLINICA MEDICA VETERINARIA JARDIM GUANABARA LTDA";8658739;-92,8
"11663";"EMPORIO SAO MIGUEL BOUTIQUE DE CARNES EIRELI";18876113;-93
"11664";"GRAPHIMPORT IMPORTACAO E EXPORTACAO LTDA";42283283;-93,83
"11665";"AROUCA REP COM E TRANSPORTADORA DE PRODUTOS ALIMENTICIOS LTDA";32369019;-94,06
"11666";"OMNI TAXI AEREO S A";3670763;-94,08
"11667";"ALUMATH 10 INDUSTRIA E COMERCIO DE PECAS LTDA ME";6024365;-94,87
"11668";"EXPRESSO LOCATA LTDA ME";13139208;-95,36
"11669";"NANDO AUTO SERVICE LTDA";29782042;-95,43
"11670";"GOLDEN FARMA LTDA-EPP";17118567;-96,23
"11671";"CONVEM MINERACAO LTDA";29225976;-99,03
"11672";"DIAS ENTREGADORA LTDA";58092305;-100
"11673";"MTM DISTRIBUIDORA DE ALIMENTOS LTDA";13093902;-100
"11674";"HIDRAULICA FERRAGENS TINDIBA LTDA";2275639;-101,6
"11675";"ARMAZEM DA LALINHA LTDA ME";1740999;-101,96
"11676";"MOTIVATE DO BRASIL COMERCIO, IMPORTACAO E EXPORTACAO LTDA";2094246;-102,17
"11677";"RESERVA AUTOMOVEIS LTDA ME";12966902;-102,6
"11678";"LS EXPORT EXPORTACAO IMPORTACAO COMERCIO E INDUSTRIA LTDA ME";8254049;-103,13
"11679";"FOXCEL EQUIPAMENTOS ELETRICOS LTDA";4050645;-103,74
"11680";"VELOX DIAMOND TOOLS INDUSTRIA LTDA";7102092;-105,37
"11681";"REI DO FEIJAO MERCADO LTDA - ME";12426762;-106,09
"11682";"DOKMOS LIFE COSMETICOS LTDA";11269887;-106,21
"11683";"PROMEL PROJETOS E MONTAGENS ELETRICAS LTDA";40373235;-108,73
"11684";"ALISUL ALIMENTOS S A";89548523;-109,71
"11685";"CARDAO COMERCIO E IMPORTACAO LTDA";2039540;-110,38
"11686";"M GUEDES AUTOMOVEIS LTDA";36562205;-112,5
"11687";"VIVEMAR RESTAURANTE LIMITADA";13077506;-112,54
"11688";"JORDELY COMERCIO DE GENEROS ALIMENTICIOS LTDA";31954811;-114,89
"11689";"ASSOCIACAO FRANCISCANA ALCANTARINA DE ASSISTENCIA SOCIAL";55066187;-115,74
"11690";"PLAST LABOR IND COM DE EQUIP HOSPITALAR E LABORATORIO LTDA";31864051;-117,49
"11691";"DESK MOVEIS ESCOLARES E PRODUTOS PLASTICOS LTDA";74148958;-118,22
"11692";"RITMO MARINHO RESTAURANTE LIMITADA";22802465;-120,96
"11693";"DROGARIA IRMAOS VIEIRA DE BARRA DO PIRAI LTDA";5193031;-121,58
"11694";"JJC INDUSTRIA E COMERCIO LTDA";10322435;-121,75
"11695";"TOPCARGAS LOGISTICA E TRANSPORTE RODOVIARIO LTDA";19727878;-121,94
"11696";"MINI MERCADO BETEL EIRELI";21211237;-122,14
"11697";"RESTAURANTE O BEDUINO LTDA";30269435;-122,94
"11698";"DROGARIA GRANDE RIO DA TAQUARA LTDA IPP";27650183;-123,68
"11699";"TRUE MEN INDUSTRIA E COMERCIO DE ROUPAS LTDA";5196517;-124,17
"11700";"OLIQUIPA SERVICOS E MAQUINAS LTDA";1384634;-124,47
"11701";"NESTLE WATERS BRASIL - BEBIDAS E ALIMENTOS LTDA";33062464;-124,54
"11702";"COOPERATIVA MISTA DE VALENCA DE RESPONSABILIDADE LTDA";32350746;-127,97
"11703";"MACACA CAOLHA BAR E RESTAURANTE LTDA ME";10944626;-129,79
"11704";"MERCADO FATIMA DE NILOPOLIS LTDA";36176428;-131,31
"11705";"AGUAS DE NOVA FRIBURGO LTDA";3119806;-132,19
"11706";"CAROLMILA MERCEARIA LTDA ME";14804003;-137,56
"11707";"TOTA RIO VEICULOS LTDA ME";6109743;-141,6
"11708";"POSTO METANO LTDA";3328588;-143,44
"11709";"MERCEARIA GUERRA CACHOLI LTDA";27135808;-146,27
"11710";"ARGENTINA HOTEL SOCIEDADE LTDA";33196171;-149,84
"11711";"POSTO SANTA AMALIA LTDA";32414740;-150,59
"11712";"A LUMINOSA ELETROLINHAS MATERIAL ELETRICO LTDA";31052046;-151,24
"11713";"FARMACIA GODINHO LTDA EPP";68566504;-151,88
"11714";"G A P POSTO DE SERVICOS LTDA";570871;-154,62
"11715";"BARCAS S A TRANSPORTES MARITIMOS";33644865;-156,53
"11716";"HOTEL FAZENDA ACALANTO DO VILAREJO LTDA";39561774;-156,74
"11717";"BUICK LOGISTICA E TRANSPORTES LTDA";73089617;-156,81
"11718";"DAFEL LAGOS COMERCIO DE ACO E MAQUINAS LTDA";11957369;-157,01
"11719";"STR AUTOMOVEIS LTDA - EPP";13408867;-157,12
"11720";"DROGARIA DUTRA E ESTEVES LTDA";8804440;-157,54
"11721";"AUTO POSTO DE ABASTECIMENTO VITRINE DE CAXIAS LTDA";8091267;-157,57
"11722";"RIOBRITA LTDA";4265899;-157,63
"11723";"ENTREMARES HOTEIS LTDA";28575983;-158,76
"11724";"DU PONT DO BRASIL S A";61064929;-158,78
"11725";"POSTO HADOCK LOBO LTDA";40319220;-159,82
"11726";"COUROS E NOVEDADES MEDEIROS E QUEIROZ LTDA ME";36495299;-160,74
"11727";"MASTER QUALITY COMERCIO DE PAPEIS LTDA";12384898;-161,17
"11728";"AP STILLY KAR COMPRA E VENDA DE VEICULOS LTDA";5917490;-162,9
"11729";"GRACE RESTAURANTE LTDA";74587619;-164,66
"11730";"JOGARARO ALIMENTACAO LTDA";6925363;-165,78
"11731";"SO TINTAS TERESOPOLIS LTDA";29587623;-165,85
"11732";"PRINCIPAL COMERCIO E INDUSTRIA DE CAFE LTDA";30740773;-166,06
"11733";"DROGARIA EVOLUI LTDA EPP";15781017;-166,55
"11734";"IRMAOS ALMEIDA SUPERMERCADO LTDA";11809723;-172,73
"11735";"VINIL SERVICOS E MANUTENCAO DE CALDEIRARIA LTDA";33412883;-172,8
"11736";"PORTUGAL EMPEENDIMENTOS GERAIS EIRELI - EPP";26132614;-174,9
"11737";"A LUMINOSA MENDANHA MATERIAL ELETRICO LTDA";9018249;-175,55
"11738";"FERRERO DO BRASIL INDUSTRIA DOCEIRA E ALIMENTAR LTDA";43816719;-175,59
"11739";"GARAGEM 21 COMERCIO DE VEICULOS LTDA EPP";22095435;-176
"11740";"S J PEREIRA COMERCIO, SERVICOS & REPRESENTACOES";4044777;-176,95
"11741";"MACIEL & VASCONCELLOS LTDA - ME";19190186;-177,79
"11742";"BBC RIO 2004 COMERCIO DE PECAS E SERVICOS LTDA";7045170;-180,98
"11743";"SUPERMERCADO BARCELOS LTDA";13051981;-181,03
"11744";"USIMED PETROPOLIS RJ COOP DE USUARIOS DE ASSISTENCIA MEDICA";892613;-184,29
"11745";"RENATA TELHAS EIRELI ME";22794258;-186,27
"11746";"DOME DINING CLUB RESTAURANTE EIRELI EPP";23275769;-186,62
"11747";"ROSMARINO COMERCIAL LTDA";4149576;-189,44
"11748";"DROGARIA DELFIM MOREIRA EIRELI";21923756;-191,39
"11749";"FARMACIA RECREIO DE TERESOPOLIS LTDA ME";31588833;-191,39
"11750";"GAIA IMPORTACAO EXPORTACAO E SERVICOS LTDA";4850596;-193,34
"11751";"SUPERMERCADO CALIL DE CONCEICAO DE MACABU LTDA";1190829;-193,63
